has_think_tag,has_answer_tag,has_valid_json,format_correct,think_content,answer_content,json_content,error_message,think_tag_count,answer_tag_count,malformed_structure,index,original_question,db_id,data_source,success
False,False,False,False,,,,,0,0,False,22,What are the collection susbset names?,cre_Doc_and_collections,spider_test,True
False,False,False,False,,,,,0,0,False,23,What are the first name and age of the artist who had the longest life?,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,24,Find the names of movies that are played in any theater and the name of the corresponding theater.,movie_2,spider_test,True
False,False,False,False,,,,,0,0,False,25,Count the number of pilots with age greater than 40.,pilot_1,spider_test,True
False,False,False,False,,,,,0,0,False,26,Which manufacturers work for more than 1 club?,soccer_3,spider_test,True
False,False,False,False,,,,,0,0,False,27,What is the different id of every sailor who is not the youngest?,boat_1,spider_test,True
False,False,False,False,,,,,0,0,False,28,Count the number of vehicles that have a top speed equal to the maximum across all vehicles.,vehicle_driver,spider_test,True
False,False,False,False,,,,,0,0,False,29,"What are the names and ages of pilots who own plane Piper Cub and are older than 35, or have F-14 Fighter and are younger than 30?",pilot_1,spider_test,True
False,False,False,False,,,,,0,0,False,30,List the code and contents of all boxes sorted by their values.,warehouse_1,spider_test,True
False,False,False,False,,,,,0,0,False,31,Which document has most of child? List the document id and the number of child.,cre_Doc_and_collections,spider_test,True
False,False,False,False,,,,,0,0,False,32,List the codes and descriptions for all process status.,cre_Doc_Workflow,spider_test,True
False,False,False,False,,,,,0,0,False,33,List all major name and major code in the order of their major code,university_rank,spider_test,True
False,False,False,False,,,,,0,0,False,34,What is the most frequent product type code?,customers_and_orders,spider_test,True
False,False,False,False,,,,,0,0,False,35,"What are the affiliations of institutions that are not in city ""Vancouver""?",institution_sports,spider_test,True
False,False,False,False,,,,,0,0,False,36,What is the content with the greatest value across all boxes?,warehouse_1,spider_test,True
False,False,False,False,,,,,0,0,False,37,Which countries do not have any drivers?,car_racing,spider_test,True
False,False,False,False,,,,,0,0,False,38,What is the average salary of an intern?,planet_1,spider_test,True
False,False,False,False,,,,,0,0,False,39,Return the maximum and minimum health scores across all countries other than Norway.,country_language,spider_test,True
False,False,False,False,,,,,0,0,False,40,What is the average height and width of paintings that are oil medium in gallery 241?,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,41,Find details of all the services that have been marked as `` unsatisfied '' in customers and services details .,government_shift,spider_test,True
False,False,False,False,,,,,0,0,False,42,Sort the student answer texts in descending order of their frequency of occurrence.,online_exams,spider_test,True
False,False,False,False,,,,,0,0,False,43,List the names of regions that do not have any buildings.,region_building,spider_test,True
False,False,False,False,,,,,0,0,False,44,What are the names of oldest pilots for each type of plane?,pilot_1,spider_test,True
False,False,False,False,,,,,0,0,False,45,Show the nations that have both customers with card credit smaller than 50 and customers with card credit bigger than 75.,restaurant_bills,spider_test,True
False,False,False,False,,,,,0,0,False,46,Who sent most number of packages? List client name and number of packages sent by that client.,planet_1,spider_test,True
False,False,False,False,,,,,0,0,False,47,List the title and location of all sculptures.,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,48,Count the number of payments.,advertising_agencies,spider_test,True
False,False,False,False,,,,,0,0,False,49,What are the names and original artists of the song whose English translation is 'All the streets of love'?,sing_contest,spider_test,True
False,False,False,False,,,,,0,0,False,50,What is the name and citation point of the unversities with the top 3 reputation points?,university_rank,spider_test,True
False,False,False,False,,,,,0,0,False,51,Find the id and name of the sailors who reserved more than one boat.,boat_1,spider_test,True
False,False,False,False,,,,,0,0,False,52,"What are the colors , descriptions , and sizes for all products that are not at the maximum price ?",e_commerce,spider_test,True
False,False,False,False,,,,,0,0,False,53,How many books do not have reviews?,book_review,spider_test,True
False,False,False,False,,,,,0,0,False,54,"Show the name, age, membership credit for all customers?",vehicle_rent,spider_test,True
False,False,False,False,,,,,0,0,False,55,List the titles of books in descending order of pages.,book_review,spider_test,True
False,False,False,False,,,,,0,0,False,56,List all shipment ids for the planet Mars and under the management of Turanga Leela.,planet_1,spider_test,True
False,False,False,False,,,,,0,0,False,57,List all documents ids that are not the parent of other documents.,cre_Doc_and_collections,spider_test,True
False,False,False,False,,,,,0,0,False,58,Show all agency ids and details.,advertising_agencies,spider_test,True
False,False,False,False,,,,,0,0,False,59,Find the rating of the movie whose name includes the word ‘Citizen’.,movie_2,spider_test,True
False,False,False,False,,,,,0,0,False,60,"List the names of drivers whose constructor is not ""Bugatti"".",car_road_race,spider_test,True
False,False,False,False,,,,,0,0,False,61,Order the distinct good ids.,bakery_1,spider_test,True
False,False,False,False,,,,,0,0,False,62,How many papers does Columbia University have in or before 2009 ?,aan_1,spider_test,True
False,False,False,False,,,,,0,0,False,63,"Find the average age of the drivers from the countries that use ""English"" as official native language.",car_racing,spider_test,True
False,False,False,False,,,,,0,0,False,64,Show the titles of movies not currently being shown in any theaters.,movie_2,spider_test,True
False,False,False,False,,,,,0,0,False,65,Which students not only got the most common result but also got a result obtained by 3 students in behaviour monitoring? List the student's biographical data and details.,cre_Students_Information_Systems,spider_test,True
False,False,False,False,,,,,0,0,False,66,What locations have works painted before 1885 or after 1930?,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,67,which year has least number of conferences?,conference,spider_test,True
False,False,False,False,,,,,0,0,False,68,List names of countries in descending order of education_score.,country_language,spider_test,True
False,False,False,False,,,,,0,0,False,69,"Show the id and the product type for all products, order by product name.",customers_and_orders,spider_test,True
False,False,False,False,,,,,0,0,False,70,How many customers have bought each food?,bakery_1,spider_test,True
False,False,False,False,,,,,0,0,False,71,Please show the age of the driver who participated in the most number of races.,car_road_race,spider_test,True
False,False,False,False,,,,,0,0,False,72,What are the different document object ids in the subset named 'Best for 2000' and in the collection named 'Best'?,cre_Doc_and_collections,spider_test,True
False,False,False,False,,,,,0,0,False,73,What are the owners of the document objects described as the 'Braeden Collection'?,cre_Doc_and_collections,spider_test,True
False,False,False,False,,,,,0,0,False,74,Which nations have both customers with card credit above 50 and customers with card credit below 75.,restaurant_bills,spider_test,True
False,False,False,False,,,,,0,0,False,75,What is the name and id of every sailor who reserved one or more boats?,boat_1,spider_test,True
False,False,False,False,,,,,0,0,False,76,"What are the maximum, minimum, and average prices of goods of each flavor, ordered by flavor?",bakery_1,spider_test,True
False,False,False,False,,,,,0,0,False,77,Find details of the services that no customer has ever used . Return the service details .,government_shift,spider_test,True
False,False,False,False,,,,,0,0,False,78,List the titles of books in ascending order of the ratings in review?,book_review,spider_test,True
False,False,False,False,,,,,0,0,False,79,Which country has the greatest number of official languages?,country_language,spider_test,True
False,False,False,False,,,,,0,0,False,80,Give the ids of cookes that are cheaper than any croissant.,bakery_1,spider_test,True
False,False,False,False,,,,,0,0,False,81,How many movies exist for each rating?,movie_2,spider_test,True
False,False,False,False,,,,,0,0,False,82,Find the first names and number of works of all artists who have at least two paintings?,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,83,What are client ids for clients with at least 2 invoices.,advertising_agencies,spider_test,True
False,False,False,False,,,,,0,0,False,84,What is the staff id of the staff who attended the least meetings but attended some meeting?,advertising_agencies,spider_test,True
False,False,False,False,,,,,0,0,False,85,"What is the maximum points of the drivers from a country whose capital is ""Dublin""?",car_racing,spider_test,True
False,False,False,False,,,,,0,0,False,86,Show the name of customer with at least two renting history records.,vehicle_rent,spider_test,True
False,False,False,False,,,,,0,0,False,87,What are all the client ids and details?,advertising_agencies,spider_test,True
False,False,False,False,,,,,0,0,False,88,Which document has least number of related documents? List the document id and the number of related documents.,cre_Doc_and_collections,spider_test,True
False,False,False,False,,,,,0,0,False,89,"What are the sailors' names, the ones whose rating is higher than any sailor named Luis?",boat_1,spider_test,True
False,False,False,False,,,,,0,0,False,90,Count the number of clubs.,soccer_3,spider_test,True
False,False,False,False,,,,,0,0,False,91,"What are the names of the countries, ordered descending by education score?",country_language,spider_test,True
False,False,False,False,,,,,0,0,False,92,List all document which is related to document owned by Ransom . List the document id .,cre_Doc_and_collections,spider_test,True
False,False,False,False,,,,,0,0,False,93,How many item states are there in the orders?,e_commerce,spider_test,True
False,False,False,False,,,,,0,0,False,94,List all the driver names in ascending order of age.,car_racing,spider_test,True
False,False,False,False,,,,,0,0,False,95,Return the age category for the user who made the earliest search.,real_estate_rentals,spider_test,True
False,False,False,False,,,,,0,0,False,96,Count the number of products of the type Hardware.,customers_and_orders,spider_test,True
False,False,False,False,,,,,0,0,False,97,How many books are there?,book_review,spider_test,True
False,False,False,False,,,,,0,0,False,98,find the average age of authors for each gender.,book_press,spider_test,True
False,False,False,False,,,,,0,0,False,99,What are the ids of all shipments on the planet Mars that are managed by Turanga Leela?,planet_1,spider_test,True
False,False,False,False,,,,,0,0,False,100,"What are the id, name, price and color of the products which have not been ordered for at least twice?",e_commerce,spider_test,True
False,False,False,False,,,,,0,0,False,101,what are all shipment tracking numbers and shipment dates?,e_commerce,spider_test,True
False,False,False,False,,,,,0,0,False,102,What are the names of all sailors with a higher rating than every sailor named Luis?,boat_1,spider_test,True
False,False,False,False,,,,,0,0,False,103,How many courses do teachers teach at most? Also find the id of the teacher who teaches the most.,cre_Students_Information_Systems,spider_test,True
False,False,False,False,,,,,0,0,False,104,What is the average age of all the club leaders?,club_leader,spider_test,True
False,False,False,False,,,,,0,0,False,105,Find the names of authors who published some paper on NAACL and ACL in the year 2009.,aan_1,spider_test,True
False,False,False,False,,,,,0,0,False,106,Find the name of the sailors who reserved boat with id 103.,boat_1,spider_test,True
False,False,False,False,,,,,0,0,False,107,What is the price for the product with name Monitor?,customers_and_orders,spider_test,True
False,False,False,False,,,,,0,0,False,108,What are the names of all sculptures in gallery 226?,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,109,Count the number of invoices.,advertising_agencies,spider_test,True
False,False,False,False,,,,,0,0,False,110,What are the names of cities with at least three students?,address_1,spider_test,True
False,True,False,False,,"[
    {
        ""column"": ""gallery_id"",
        ""value"": 240,
        ""count"": ""SELECT COUNT(*) FROM gallery AS g JOIN paintings AS p ON g.gallery_id = p.gallery_id WHERE g.gallery_id = 240""
    }
]",,,0,1,False,111,What is the total number of paintings exhibited in gallery 240?,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,112,Show the names of countries in descending order of overall scores.,country_language,spider_test,True
False,False,False,False,,,,,0,0,False,113,Find the number of drivers whose points are greater than 150 for each make.,car_racing,spider_test,True
False,False,False,False,,,,,0,0,False,114,What is the name of the player with the highest earnings?,soccer_3,spider_test,True
False,False,False,False,,,,,0,0,False,115,"What are the names of all Hardware products, sorted by price ascending?",customers_and_orders,spider_test,True
False,False,False,False,,,,,0,0,False,116,"What are the distinct student answer texts that received comments ""Normal""?",online_exams,spider_test,True
False,False,False,False,,,,,0,0,False,117,How many child documents does each parent document has? List the document id and the number.,cre_Doc_and_collections,spider_test,True
False,False,False,False,,,,,0,0,False,118,Which press has the largest monthly profit? Give me the press name.,book_press,spider_test,True
False,False,False,False,,,,,0,0,False,119,How many authors are of age above 30 for each gender?,book_press,spider_test,True
False,False,False,False,,,,,0,0,False,120,Count the number of drivers whose points are below 150.,car_racing,spider_test,True
False,False,False,False,,,,,0,0,False,121,Find the number of different locations where Rocks are stored.,warehouse_1,spider_test,True
False,False,False,False,,,,,0,0,False,122,What are the paintings called and where are they located?,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,123,Who reserved boat 102?,boat_1,spider_test,True
False,False,False,False,,,,,0,0,False,124,Which author had the most papers in the year 2009?,aan_1,spider_test,True
False,False,False,False,,,,,0,0,False,125,What is the product name and the color of the ordered items which have been shipped?,e_commerce,spider_test,True
False,False,False,False,,,,,0,0,False,126,How many drivers have points smaller than 150?,car_racing,spider_test,True
False,False,False,False,,,,,0,0,False,127,Find the number of all distinct contents in all the boxes.,warehouse_1,spider_test,True
False,False,False,False,,,,,0,0,False,128,What position does Amy Wong have?,planet_1,spider_test,True
False,False,False,False,,,,,0,0,False,129,Show the official languages and the number of countries speaking each language.,country_language,spider_test,True
False,False,False,False,,,,,0,0,False,130,Count the number of different drivers who have driven vehicles built in 2012.,vehicle_driver,spider_test,True
False,False,False,False,,,,,0,0,False,131,"On average, how many rooms do properties with garden features have?",real_estate_rentals,spider_test,True
False,False,False,False,,,,,0,0,False,132,How many searches do buyers make in total?,real_estate_rentals,spider_test,True
False,False,False,False,,,,,0,0,False,133,Which students only got the most common result for his or her all behaviour monitoring details? List the students' biographical information.,cre_Students_Information_Systems,spider_test,True
False,False,False,False,,,,,0,0,False,134,"Return the ids of users who have performed two or more searches, as well as their search sequence.",real_estate_rentals,spider_test,True
False,False,False,False,,,,,0,0,False,135,Show the cities and station names of city channels in ascending alphabetical order of station name.,tv_shows,spider_test,True
False,False,False,False,,,,,0,0,False,136,Find the location of the warehouses which have contents Rocks but not Scissors.,warehouse_1,spider_test,True
False,False,False,False,,,,,0,0,False,137,Select the codes of all the boxes located in Chicago.,warehouse_1,spider_test,True
False,False,False,False,,,,,0,0,False,138,Give the three most purchased items at this bakery.,bakery_1,spider_test,True
False,False,False,False,,,,,0,0,False,139,What are the ids of all orders and the corresponding client names?,book_1,spider_test,True
False,False,False,False,,,,,0,0,False,140,List the amount and date of loan for the students who have two or more achievements.,cre_Students_Information_Systems,spider_test,True
False,False,False,False,,,,,0,0,False,141,"Count the number of citations Mckeown , Kathleen has .",aan_1,spider_test,True
False,False,False,False,,,,,0,0,False,142,Show distinct managers of branches.,restaurant_bills,spider_test,True
False,False,False,False,,,,,0,0,False,143,"What are the names and ranks of players who have played the game with the title ""Super Mario World""?",video_game,spider_test,True
False,False,False,False,,,,,0,0,False,144,What are ids of the goods that have Apricot flavor and are cheaper than 5 dollars?,bakery_1,spider_test,True
False,False,False,False,,,,,0,0,False,145,What are the names and addresses for all affiliations?,aan_1,spider_test,True
False,False,False,False,,,,,0,0,False,146,What are the numbers of paintings created before 1900 in different places?,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,147,What are the names of all cinemas not showing any movies?,movie_2,spider_test,True
False,False,False,False,,,,,0,0,False,148,Count the number of teachers who have taught students who have never won an achievement.,cre_Students_Information_Systems,spider_test,True
False,False,False,False,,,,,0,0,False,149,Return the total number of championships of institutions that have a Public affiliation.,institution_sports,spider_test,True
False,False,False,False,,,,,0,0,False,150,How many products have been shipped?,e_commerce,spider_test,True
False,False,False,False,,,,,0,0,False,151,"What are the model, class, and construction of the cheapest headphone?",headphone_store,spider_test,True
False,False,False,False,,,,,0,0,False,152,Give the name of the author who wrote the book titled Pride and Prejudice.,book_1,spider_test,True
False,False,False,False,,,,,0,0,False,153,How many pilots who are older than 40 or younger than 30?,pilot_1,spider_test,True
False,True,False,False,,"[
    {
        ""artist_name"": ""Artist 1"",
        ""age"": 25
    },
    {
        ""artist_name"": ""Artist 2"",
        ""age"": 30
    }
]",,,0,1,False,154,What is the age of the artist who had the shortest life?,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,155,"List the id, flavor and type of food of goods ordered by price.",bakery_1,spider_test,True
False,False,False,False,,,,,0,0,False,156,What are the staff names who participated in conferences between 2003 or 2004?,conference,spider_test,True
False,False,False,False,,,,,0,0,False,157,What are the names of products that have not been ordered?,customers_and_orders,spider_test,True
False,False,False,False,,,,,0,0,False,158,What is the average rating in reviews?,book_review,spider_test,True
False,False,False,False,,,,,0,0,False,159,Find the location of the warehouses which store contents Rocks and Scissors.,warehouse_1,spider_test,True
False,False,False,False,,,,,0,0,False,160,List in alphabetic order the names of pilots whose age is greater than some pilots having plane Piper Cub.,pilot_1,spider_test,True
False,False,False,False,,,,,0,0,False,161,On which day did the bakery sell more than 100 dollars in total.,bakery_1,spider_test,True
False,False,False,False,,,,,0,0,False,162,Show all staff ids and the number of document processes for each staff.,cre_Doc_Workflow,spider_test,True
False,False,False,False,,,,,0,0,False,163,What are the different document ids that are in the subset named 'Best for 2000' or in the collection named 'Best'?,cre_Doc_and_collections,spider_test,True
False,False,False,False,,,,,0,0,False,164,"What is the name of the director who is in the ""Dracula"" program?",bbc_channels,spider_test,True
False,False,False,False,,,,,0,0,False,165,List the names of institutions in ascending order of founded year.,institution_sports,spider_test,True
False,False,False,False,,,,,0,0,False,166,Which assessment has the smallest frequency count?,online_exams,spider_test,True
False,False,False,False,,,,,0,0,False,167,What are the countries and cities for each address?,real_estate_rentals,spider_test,True
False,False,False,False,,,,,0,0,False,168,Please show each completion year and the number of buildings completed in that year.,region_building,spider_test,True
False,False,False,False,,,,,0,0,False,169,"Return the number of stories for each building in the region named ""Abruzzo"".",region_building,spider_test,True
False,False,False,False,,,,,0,0,False,170,What is the total max price of the properties owned by single mothers or students?,real_estate_rentals,spider_test,True
False,False,False,False,,,,,0,0,False,171,Which student has the loan with the minimum value? List the student's biographical information.,cre_Students_Information_Systems,spider_test,True
False,False,False,False,,,,,0,0,False,172,"Sorted all the press by year profits in descending order, and return press names.",book_press,spider_test,True
False,False,False,False,,,,,0,0,False,173,How many staff do we have?,cre_Doc_Workflow,spider_test,True
False,False,False,False,,,,,0,0,False,174,Find the number of books that are sold more than 1000 for each publisher. List the press name as well.,book_press,spider_test,True
False,False,False,False,,,,,0,0,False,175,How many reservations exist for each boat with an id greater than 50?,boat_1,spider_test,True
False,False,False,False,,,,,0,0,False,176,What are the names of the university with an Accounting major ranked 3 or higher?,university_rank,spider_test,True
False,False,False,False,,,,,0,0,False,177,Which club name contains the string 'state'?,club_leader,spider_test,True
False,False,False,False,,,,,0,0,False,178,Find the names of boats booked by sailors whose age is between 20 and 30.,boat_1,spider_test,True
False,False,False,False,,,,,0,0,False,179,In which years did both buildings with more than 20 stories and buildings with less than 15 stories were completed?,region_building,spider_test,True
False,False,False,False,,,,,0,0,False,180,Who wrote the best selling book? Give me the author name.,book_press,spider_test,True
False,False,False,False,,,,,0,0,False,181,What is the detailed description of the age category code 'Over 60'?,real_estate_rentals,spider_test,True
False,False,False,False,,,,,0,0,False,182,What are the names and ids of all sailors who have a rating of at least 3 and reserved a boat?,boat_1,spider_test,True
False,False,False,False,,,,,0,0,False,183,How many distinct movie theaters are there?,movie_2,spider_test,True
False,False,False,False,,,,,0,0,False,184,In which years were more than one institution founded?,institution_sports,spider_test,True
False,False,False,False,,,,,0,0,False,185,List all affiliations with ascending ordered number of papers.,aan_1,spider_test,True
False,True,False,False,,"[
    {
        ""ReceiptNumber"": 1234567890,
        ""CustomerId"": 1,
        ""Item"": ""Cake"",
        ""Flavor"": ""Cake""
    },
    {
        ""ReceiptNumber"": 1234567891,
        ""CustomerId"": 1,
        ""Item"": ""Tart"",
        ""Flavor"": ""Tart""
    }
]",,,0,1,False,186,What are the flavors available for Cake but not for Tart?,bakery_1,spider_test,True
False,False,False,False,,,,,0,0,False,187,What is the total number of conferences?,conference,spider_test,True
False,False,False,False,,,,,0,0,False,188,What are the distinct payment methods used by customers?,customers_and_orders,spider_test,True
False,False,False,False,,,,,0,0,False,189,List titles of all books published by an author whose name contains the string 'Plato'?,book_1,spider_test,True
False,False,False,False,,,,,0,0,False,190,Give the average justice scores across all countries.,country_language,spider_test,True
False,False,False,False,,,,,0,0,False,191,Count the number of different plane names across all pilots.,pilot_1,spider_test,True
False,False,False,False,,,,,0,0,False,192,List the most common type of engine used by drivers.,car_road_race,spider_test,True
False,True,False,False,,"[
    {
        ""name"": ""John Doe""
    }
]",,,0,1,False,193,What is the name of the client with the most number of orders?,book_1,spider_test,True
False,False,False,False,,,,,0,0,False,194,Which property had the lowest price requested by the vendor? List the id and the price.,real_estate_rentals,spider_test,True
False,False,False,False,,,,,0,0,False,195,What are the movie names in alphabetical order?,movie_2,spider_test,True
False,False,False,False,,,,,0,0,False,196,"Find the names of the authors who did not have any book with the ""Accor"" press.",book_press,spider_test,True
False,False,False,False,,,,,0,0,False,197,List all different types of contents ordered by contents.,warehouse_1,spider_test,True
False,False,False,False,,,,,0,0,False,198,Find all distinct locations of warehouses.,warehouse_1,spider_test,True
False,False,False,False,,,,,0,0,False,199,Which director is in charge of the most programs?,bbc_channels,spider_test,True
False,False,False,False,,,,,0,0,False,200,What is the number of document object ids in the collection named Best?,cre_Doc_and_collections,spider_test,True
False,False,False,False,,,,,0,0,False,201,"What are the isbns for all books, and what is the total amount ordered for each?",book_1,spider_test,True
False,False,False,False,,,,,0,0,False,202,What are the average laps of all the drivers who are younger than 20?,car_racing,spider_test,True
False,False,False,False,,,,,0,0,False,203,Show the most common nationality of customers.,restaurant_bills,spider_test,True
False,False,False,False,,,,,0,0,False,204,How many distinct types of book are there?,book_review,spider_test,True
False,False,False,False,,,,,0,0,False,205,What are the names and ids of all sailors who do not have boat reservations?,boat_1,spider_test,True
False,False,False,False,,,,,0,0,False,206,What are the names of Hardware product with prices above the average price of Hardware products.,customers_and_orders,spider_test,True
False,False,False,False,,,,,0,0,False,207,What are the locations of warehouses in which boxes that contain Rocks and Scissors are kept?,warehouse_1,spider_test,True
False,False,False,False,,,,,0,0,False,208,Give the average price for each food type.,bakery_1,spider_test,True
False,False,False,False,,,,,0,0,False,209,"What are the email addresses, cities, and counties listed for all cusomters who are from the gender that orders less often?",e_commerce,spider_test,True
False,False,False,False,,,,,0,0,False,210,How many pilots whose planes are in Chicago?,pilot_1,spider_test,True
False,False,False,False,,,,,0,0,False,211,What is the age of the driver who raced in the most races?,car_road_race,spider_test,True
False,False,False,False,,,,,0,0,False,212,What are the sculptures called and where are they located?,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,213,Show all city codes and the total distance to all other cities.,address_1,spider_test,True
False,False,False,False,,,,,0,0,False,214,"What are the 10 most cited papers, and how many citations did each have?",aan_1,spider_test,True
False,False,False,False,,,,,0,0,False,215,What is the id of the artist with the most paintings before 1900?,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,216,Return the country in which the user with first name Robbie lives.,real_estate_rentals,spider_test,True
False,False,False,False,,,,,0,0,False,217,What are the city codes of the cities with the maximum distance?,address_1,spider_test,True
False,False,False,False,,,,,0,0,False,218,What are the ids and details of the clients who have attended any meeting or have any invoice?,advertising_agencies,spider_test,True
False,False,False,False,,,,,0,0,False,219,"For each document object id, how many collections does it belong to?",cre_Doc_and_collections,spider_test,True
False,False,False,False,,,,,0,0,False,220,Return the maximum and average power for the vehicles built by Zhuzhou.,vehicle_driver,spider_test,True
False,False,False,False,,,,,0,0,False,221,Find the distinct ids of all paintings that are older than some painting at location gallery 240.,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,222,what are the collection names?,cre_Doc_and_collections,spider_test,True
False,False,False,False,,,,,0,0,False,223,Give the different payment method codes that customers use.,customers_and_orders,spider_test,True
False,False,False,False,,,,,0,0,False,224,What is the stadium of the institution with the largest enrollment?,institution_sports,spider_test,True
False,False,False,False,,,,,0,0,False,225,What is the id of the artist who has the highest number of painting works before 1900?,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,226,What are the names of planes that the pilot Jones who is 32 has?,pilot_1,spider_test,True
False,False,False,False,,,,,0,0,False,227,What is the item that was bought the least number of times?,bakery_1,spider_test,True
False,False,False,False,,,,,0,0,False,228,Find the number of reservations by sailors with id greater than 1 for each boat.,boat_1,spider_test,True
False,False,False,False,,,,,0,0,False,229,What are the id and name of the participants who received score 5 for their sound quality or rhythm tempo?,sing_contest,spider_test,True
False,False,False,False,,,,,0,0,False,230,What are the names of authors who have not published a paper in ACL?,aan_1,spider_test,True
False,False,False,False,,,,,0,0,False,231,List id of documents that in document subset Best for 2000 and collection named Best.,cre_Doc_and_collections,spider_test,True
False,False,False,False,,,,,0,0,False,232,"WHat are the first and last names, and middle initials of all customers who did not make any orders?",e_commerce,spider_test,True
False,False,False,False,,,,,0,0,False,233,Find the name of employees whose salary is above the average salary or more than 5000.,planet_1,spider_test,True
False,False,False,False,,,,,0,0,False,234,Show agency details for client with detail 'Mac'.,advertising_agencies,spider_test,True
False,False,False,False,,,,,0,0,False,235,How many cyclists did not purchase any bike after year 2015?,bike_racing,spider_test,True
False,False,False,False,,,,,0,0,False,236,Show the biographical information of the students whose details include the substring 'Suite'.,cre_Students_Information_Systems,spider_test,True
False,False,False,False,,,,,0,0,False,237,What is the average price for each food type?,bakery_1,spider_test,True
False,False,False,False,,,,,0,0,False,238,Return all platform names and corresponding market districts.,video_game,spider_test,True
False,False,False,False,,,,,0,0,False,239,"What are the different plane names, ordered alphabetically?",pilot_1,spider_test,True
False,False,False,False,,,,,0,0,False,240,Find the names of movies whose rating is ‘G’.,movie_2,spider_test,True
False,False,False,False,,,,,0,0,False,241,"Show the name, nation and result for the cyclists who did not purchase any racing bike.",bike_racing,spider_test,True
False,False,False,False,,,,,0,0,False,242,Show the names of countries and their official languages.,country_language,spider_test,True
False,False,False,False,,,,,0,0,False,243,What are the names of players in ascending order of wins count?,soccer_3,spider_test,True
False,False,False,False,,,,,0,0,False,244,Show all product type codes and the average price for each type.,customers_and_orders,spider_test,True
False,False,False,False,,,,,0,0,False,245,Show the names of club leaders that joined their club before 2018.,club_leader,spider_test,True
False,False,False,False,,,,,0,0,False,246,What are all the flavors of croissant?,bakery_1,spider_test,True
False,False,False,False,,,,,0,0,False,247,What are the average height of paintings for different medium types?,art_1,spider_test,True
False,False,False,False,,,,,0,0,False,248,What is the id and the number of citations of the most cited paper?,aan_1,spider_test,True
False,False,False,False,,,,,0,0,False,249,"List the heat, name, and nation for all the cyclists.",bike_racing,spider_test,True
